Alloy,Finish,Length_m,Weight_kg_m,Profile_Name,Tolerances,GD_T,Order_Quantity,LME_Price_EUR,Customer_Category,Lead_Time_weeks,Quote_Price_SEK,Quote_Date
Iron,hot-dip galvanized,24.1,0.885,Distansprofil,0.099,medium,63929,3.97,micro,7.0,3.6,2025-01-02
Zinc,wet painted,17.8,1.536,T-profil,0.109,high,55910,3.2,medium,11.0,3.75,2025-07-14
Zinc,electroplated,37.4,1.217,Tätningslist,0.141,high,89484,2.78,small,3.0,3.15,2025-08-30
Zinc,hot-dip galvanized,28.5,1.586,Sidoprofil,0.17,high,53902,3.38,small,3.0,3.78,2025-05-29
Nickel,hot-dip galvanized,22.8,1.612,Clipsprofil,0.12,high,118245,4.08,small,5.0,2.64,2025-07-17
Titanium,anodized,24.9,1.03,Glasningslist,0.113,high,43410,3.52,medium,10.0,3.97,2025-10-26
Nickel,anodized,26.1,1.436,Skruvkanal,0.199,low,38373,4.11,small,8.0,4.06,2025-09-02
Aluminium,plasma sprayed,29.6,1.267,Kantskydd,0.052,medium,133146,3.89,medium,3.0,2.38,2025-12-04
Aluminium,plasma sprayed,27.7,1.639,Pärlspont,0.184,low,113118,2.61,small,9.0,2.73,2025-04-18
Titanium,phosphated,37.0,1.034,Sidoprofil,0.072,high,42495,3.6,micro,,3.98,2025-07-31
Nickel,blackening,27.2,1.455,Hakprofilslist,0.168,medium,33837,3.01,large,8.0,4.14,2025-06-05
Iron,phosphated,38.7,1.391,Glasningslist,0.143,low,49438,3.44,large,10.0,3.86,2025-01-26
Zinc,Powder coated,35.4,1.106,T-profil,0.101,low,76628,2.99,medium,9.0,3.38,2025-03-23
Zinc,wet painted,20.6,0.962,L-profil,0.181,high,157438,3.1,small,4.0,1.95,2025-03-24
Titanium,plasma sprayed,37.3,1.431,Glashållare,0.052,low,78502,4.02,large,2.0,3.35,2025-05-11
Aluminium,anodized,18.4,1.51,Pärlspont,0.084,low,72464,2.88,micro,3.0,3.45,2025-11-25
Aluminium,electroplated,34.6,1.125,Kilspår,0.135,low,158845,3.94,micro,3.0,1.93,2025-04-10
Zinc,anodized,24.5,1.425,Foglist,0.103,low,122043,2.6,micro,5.0,2.58,2025-09-13
Titanium,wet painted,36.0,1.197,Skruvkanal,0.142,low,86959,2.69,medium,7.0,3.2,2025-02-18
Nickel,phosphated,35.8,1.487,Stödprofil,0.054,high,118455,3.91,medium,5.0,2.64,2025-03-04
Aluminium,anodized,34.4,1.019,Kilspår,0.067,high,81992,3.55,small,10.0,3.28,2025-11-07
Nickel,blackening,34.0,1.648,Doldbeslag,0.069,low,152498,3.74,micro,5.0,2.04,2025-10-17
Aluminium,Powder coated,22.8,1.099,Ytterram,0.078,high,57145,2.88,small,7.0,3.72,2025-04-15
Aluminium,wet painted,17.6,1.172,Innerbåge,0.119,high,122146,3.4,small,7.0,2.57,2025-04-15
Copper,phosphated,25.1,0.89,U-profil,0.163,medium,135735,3.72,micro,11.0,2.33,2025-11-21
Aluminium,blackening,19.7,0.939,Isolerprofil,0.186,low,62862,3.55,small,12.0,3.62,2025-01-15
Iron,electroplated,31.8,1.307,Ändprofil,0.175,high,60336,3.3,large,11.0,3.67,2025-06-24
Titanium,phosphated,23.7,1.081,Ventilationslister,0.08,high,93052,4.08,medium,2.0,3.09,2025-09-16
Titanium,hot-dip galvanized,38.3,1.598,Distansprofil,0.116,low,106533,3.63,small,9.0,2.85,2025-07-30
Nickel,blackening,30.6,0.851,Pärlspont,0.08,medium,115349,3.99,micro,4.0,2.69,2025-09-16
Aluminium,blackening,34.8,5.166144,Dekorlist,0.09,low,140875,3.71,medium,7.0,2.24,2025-04-12
Iron,Powder coated,18.8,1.144,Kantskydd,0.126,medium,100981,3.72,medium,4.0,2.95,2025-09-17
Nickel,wet painted,35.7,0.855,Glashållare,0.06,low,60118,2.68,small,12.0,3.67,2025-12-10
Copper,electroplated,37.1,0.951,Spröjsprofil,0.083,low,62844,3.12,large,3.0,3.62,2025-06-08
Nickel,Powder coated,27.0,1.214,J-profil,0.19,low,94832,3.91,small,6.0,3.06,2025-02-14
Nickel,phosphated,29.8,1.286,Sidoprofil,0.12,low,110936,2.92,large,2.0,2.77,2025-10-28
Aluminium,Powder coated,33.4,1.205,Ramlist,0.117,medium,90005,2.73,medium,10.0,3.14,2025-09-08
Copper,blackening,19.8,1.321,J-profil,0.052,medium,52404,3.07,small,12.0,3.81,2025-11-27
Nickel,wet painted,27.4,1.379,L-profil,0.087,high,156636,2.9,micro,8.0,1.96,2025-06-14
Iron,plasma sprayed,25.0,0.846,Foglist,0.18,low,160204,4.02,small,4.0,1.9,2025-07-12
Iron,Powder coated,19.1,1.26,Pärlspont,0.075,medium,101903,3.93,large,5.0,2.93,2025-01-09
Titanium,hot-dip galvanized,24.2,1.715,Skenprofil,0.112,medium,134799,3.34,large,7.0,2.35,2025-03-06
Copper,Powder coated,17.3,1.31,Anslagslist,0.052,medium,91325,2.65,small,4.0,3.12,2025-10-09
Copper,phosphated,16.3,1.454,Glaskil,0.122,low,128564,3.69,large,8.0,2.46,2025-06-30
Titanium,phosphated,18.9,1.121,Glashållare,0.053,high,64617,3.54,medium,7.0,3.59,2025-10-09
Nickel,electroplated,38.0,1.542,Kantskydd,0.173,medium,63716,4.09,small,10.0,3.61,2025-10-06
Copper,phosphated,28.4,1.541,L-profil,0.174,low,74312,3.44,large,6.0,3.42,2025-01-30
Iron,anodized,38.1,1.312,Hakprofilslist,0.168,medium,137885,3.08,small,5.0,2.3,2025-09-23
Iron,wet painted,25.7,1.726,Hakprofil,0.093,medium,100345,3.38,small,4.0,2.96,2025-11-24
Aluminium,wet painted,22.9,0.952,Foglist,0.176,high,53700,4.11,micro,11.0,3.78,2025-08-05
Copper,plasma sprayed,27.4,0.853,Tätningslist,0.131,medium,80570,3.66,small,2.0,3.31,2025-11-16
Nickel,plasma sprayed,25.9,1.539,Rörprofil,0.106,medium,104369,3.62,micro,4.0,2.89,2025-04-15
Titanium,wet painted,18.2,1.572,Hörnvinkel,0.144,low,151715,2.93,large,4.0,2.05,2025-07-03
Titanium,hot-dip galvanized,30.6,0.947,Stödprofil,0.052,low,82133,3.73,micro,8.0,3.28,2025-11-26
Nickel,plasma sprayed,20.7,1.079,Clipsprofil,0.071,high,95944,3.74,micro,8.0,3.04,2025-05-28
Zinc,electroplated,30.1,0.853,Rörprofil,0.161,low,112506,3.05,micro,2.0,2.74,2025-04-15
Aluminium,phosphated,30.8,1.104,Pärlspont,0.087,low,101768,3.32,medium,4.0,2.93,2025-02-16
Titanium,wet painted,19.2,1.541,Hörnvinkel,0.14,high,145199,3.02,micro,9.0,2.17,2025-03-28
Copper,blackening,17.1,1.309,Korsprofil,0.108,medium,91773,2.96,small,10.0,3.11,2025-11-05
Aluminium,plasma sprayed,33.8,1.154,Ändprofil,0.178,high,78109,2.59,micro,8.0,3.35,2025-05-09
Copper,wet painted,26.4,1.176,Kantskydd,0.193,low,70628,3.0,small,8.0,3.49,2025-09-15
Iron,anodized,17.1,0.838,H-profil,0.183,high,69084,3.43,micro,12.0,3.51,2025-11-10
Aluminium,Powder coated,38.8,1.11,Ramlist,0.091,medium,56023,2.55,medium,9.0,3.74,2025-05-27
Titanium,phosphated,17.1,1.426,Vinkellist,0.079,high,92946,3.0,large,7.0,3.09,2025-03-13
Aluminium,wet painted,31.8,1.724,Pärlspont,0.121,low,98555,3.95,micro,12.0,2.99,2025-05-20
Aluminium,Powder coated,38.5,1.609,Täckprofil,0.051,low,32374,3.49,micro,4.0,4.16,2025-01-27
Aluminium,plasma sprayed,21.3,0.859,Vinkellist,0.054,high,156473,3.52,medium,2.0,1.97,2025-01-29
Zinc,Powder coated,19.0,1.656,Glasningslist,0.133,medium,58798,3.19,micro,8.0,3.69,2025-09-28
Aluminium,phosphated,18.5,1.551,Sidoprofil,0.128,high,97822,3.63,small,2.0,3.0,2025-06-23
Copper,wet painted,22.7,1.548,Glasningslist,0.199,medium,129181,2.85,micro,2.0,2.45,2025-09-10
Iron,anodized,18.1,1.254,Clipsprofil,0.08,medium,52841,3.85,micro,10.0,3.8,2025-03-01
Nickel,hot-dip galvanized,31.7,1.2,Isolerprofil,0.089,high,78229,2.74,large,,3.35,2025-04-17
Aluminium,plasma sprayed,17.2,1.113,Glasningslist,0.067,medium,155499,3.59,large,8.0,1.98,2025-08-08
Titanium,wet painted,27.5,0.897,Tätningslist,0.188,low,132753,3.09,micro,12.0,2.39,2025-09-16
Aluminium,phosphated,38.8,1.045,Foglist,0.167,high,58328,3.74,medium,5.0,3.7,2025-05-26
Titanium,plasma sprayed,34.6,1.062,Sidoprofil,0.173,medium,61845,3.42,large,7.0,3.64,2025-02-21
Copper,electroplated,30.0,1.278,Hakprofilslist,0.185,low,111869,3.27,micro,2.0,2.76,2025-03-01
Titanium,Powder coated,22.8,1.518,L-profil,0.129,high,63973,2.82,large,8.0,3.6,2025-02-03
Nickel,hot-dip galvanized,30.2,1.269,Spröjsprofil,0.118,low,63274,3.56,micro,7.0,3.62,2025-04-06
Iron,phosphated,27.9,0.89,Ramlist,0.1,low,91199,4.1,large,5.0,3.12,2025-03-30
Titanium,electroplated,25.6,1.71,Z-profil,0.138,low,55397,3.86,large,8.0,3.75,2025-11-12
Titanium,blackening,18.8,1.696,Glaskil,0.118,medium,134811,2.65,small,4.0,2.35,2025-08-19
Iron,wet painted,36.2,1.552,Hakprofilslist,0.118,high,125444,3.15,micro,2.0,2.52,2025-10-02
Nickel,anodized,26.1,1.74,Mittpost,0.191,high,97124,4.02,micro,5.0,3.02,2025-09-03
Aluminium,plasma sprayed,20.2,1.333,H-profil,0.198,medium,55825,3.35,micro,4.0,3.75,2025-04-21
Titanium,Powder coated,24.2,1.714,Fönsterbleck,0.169,high,90104,3.6,micro,2.0,3.14,2025-08-22
Iron,plasma sprayed,25.3,0.906,Vinkellist,0.164,low,47343,4.0,large,3.0,3.9,2025-10-05
Copper,hot-dip galvanized,34.9,1.17,T-profil,0.152,high,74146,3.94,small,12.0,3.42,2025-06-15
Iron,wet painted,32.7,1.043,Karmprofil,0.075,medium,109561,3.35,small,6.0,2.8,2025-05-08
Copper,plasma sprayed,33.5,1.016,Kantprofil,0.059,low,134540,3.25,medium,9.0,2.35,2025-08-25
Nickel,Powder coated,16.0,0.965,J-profil,0.154,medium,139911,3.09,micro,2.0,2.26,2025-10-18
Aluminium,wet painted,25.4,1.404,Avvattningsprofil,0.159,low,82527,3.69,medium,5.0,3.27,2025-04-17
Iron,plasma sprayed,26.9,1.549,Korsprofil,0.057,low,85328,3.01,large,5.0,3.23,2025-05-08
Zinc,anodized,16.2,1.364,Ändprofil,0.189,high,69683,2.95,medium,6.0,3.5,2025-07-14
Titanium,phosphated,21.7,0.971,Isolerprofil,0.064,low,61783,3.12,micro,8.0,3.64,2025-12-05
Nickel,wet painted,33.3,1.576,Karmprofil,0.093,medium,39565,2.83,small,9.0,4.03,2025-05-23
Iron,phosphated,18.9,1.416,Bottenlist,0.151,high,55063,3.66,small,7.0,3.76,2025-04-21
Titanium,blackening,28.1,1.191,J-profil,0.075,medium,107952,3.53,micro,2.0,2.83,2025-03-31
Iron,wet painted,20.7,1.451,Tätningslist,0.058,low,48033,3.32,large,8.0,3.88,2025-09-08
Copper,anodized,16.0,1.074,Z-profil,0.1,medium,144496,3.17,micro,4.0,2.18,2025-10-07
Iron,phosphated,21.3,1.152,Foglist,0.165,medium,123338,4.0,large,7.0,2.55,2025-11-29
Zinc,electroplated,38.3,1.673,Täckprofil,0.112,low,69720,2.6,small,9.0,3.5,2025-08-12
Iron,Powder coated,34.3,1.102,Fönsterbåge,0.148,high,153780,3.77,large,8.0,2.01,2025-04-11
Iron,electroplated,37.9,1.265,Korsprofil,0.137,medium,141077,3.98,micro,11.0,2.24,2025-05-12
Zinc,plasma sprayed,27.0,1.648,Spröjsprofil,0.053,low,41547,3.26,micro,7.0,4.0,2025-01-13
Nickel,anodized,18.3,1.482,Glasningslist,0.198,high,56140,3.43,micro,10.0,3.74,2025-04-08
Iron,electroplated,28.4,0.894,Foglist,0.056,high,97449,4.05,large,10.0,3.01,2025-04-30
Zinc,wet painted,26.2,0.971,Ändprofil,0.195,high,53358,2.89,large,2.0,3.79,2025-10-20
Titanium,plasma sprayed,35.3,0.844,Distansprofil,0.132,medium,147529,3.38,large,2.0,2.13,2025-10-31
Copper,plasma sprayed,18.0,1.412,Clipsprofil,0.194,medium,67229,3.3,small,2.0,3.55,2025-07-18
Copper,electroplated,27.0,1.245,Innerbåge,0.067,medium,116471,2.96,medium,9.0,2.67,2025-01-01
Iron,blackening,19.2,0.96,Isolerprofil,0.124,high,123464,3.85,medium,11.0,2.55,2025-03-01
Nickel,electroplated,23.2,1.71,Hörnvinkel,0.075,medium,63662,3.98,micro,8.0,3.61,2025-09-07
Nickel,blackening,32.8,1.32,Karmprofil,0.058,low,118789,3.79,small,4.0,2.63,2025-05-20
Titanium,anodized,26.7,1.058,J-profil,0.143,medium,116964,2.86,large,3.0,2.67,2025-05-29
Iron,Powder coated,24.4,1.293,J-profil,0.081,medium,79656,2.69,micro,5.0,3.33,2025-02-13
Copper,electroplated,24.9,1.456,Kantskydd,0.138,high,109897,3.51,small,4.0,2.79,2025-07-05
Nickel,hot-dip galvanized,26.4,0.907,Kantskydd,0.067,medium,160180,2.64,micro,8.0,1.9,2025-04-18
Iron,blackening,33.9,1.087,Rörprofil,0.1,low,38341,3.62,small,11.0,4.06,2025-02-13
Nickel,electroplated,36.4,1.572,Ventilationslister,0.167,high,110509,3.39,small,9.0,2.78,2025-03-19
Zinc,phosphated,37.8,1.256,Karmprofil,0.116,low,159337,3.6,medium,7.0,1.92,2025-08-14
Nickel,wet painted,33.9,1.335,Mittpost,0.144,high,94254,3.49,micro,,3.07,2025-06-11
Copper,hot-dip galvanized,23.0,1.231,Kopplingsprofil,0.147,high,94169,3.22,large,7.0,3.07,2025-10-08
Aluminium,hot-dip galvanized,31.7,0.877,Innerbåge,0.177,medium,53359,2.87,medium,3.0,3.79,2025-09-10
Titanium,blackening,25.9,0.988,Avvattningsprofil,0.099,low,132164,3.04,medium,8.0,2.4,2025-05-12
Titanium,phosphated,21.6,1.243,Innerbåge,0.153,high,77022,3.38,large,12.0,3.37,2025-05-24
Copper,phosphated,35.2,1.028,Glasningslist,0.194,medium,49848,3.59,small,11.0,3.85,2025-09-23
Nickel,plasma sprayed,16.6,0.883,Glashållare,0.16,high,47378,3.79,large,8.0,3.9,2025-04-19
Iron,blackening,36.6,1.606,Ramlist,0.123,high,37719,3.77,micro,5.0,4.07,2025-07-13
Nickel,Powder coated,26.4,1.731,Anslagslist,0.145,high,67790,4.1,large,9.0,3.54,2025-02-04
Copper,wet painted,30.5,1.56,Ramlist,0.161,high,108386,3.0,small,5.0,2.82,2025-10-02
Titanium,anodized,31.0,1.615,Ramlist,0.142,high,147458,2.66,large,8.0,2.13,2025-07-06
Nickel,hot-dip galvanized,36.4,1.058,Ytterram,0.053,high,91060,3.1,small,5.0,3.12,2025-08-31
Titanium,anodized,30.5,1.712,Mittpost,0.079,medium,62637,3.73,small,6.0,3.63,2025-09-21
Iron,electroplated,29.9,1.017,Glashållare,0.172,high,33768,3.25,micro,8.0,4.14,2025-01-10
Titanium,electroplated,17.3,1.704,H-profil,0.091,low,56609,3.85,large,11.0,3.73,2025-06-15
Titanium,anodized,27.7,1.743,Ventilationslister,0.16,medium,98644,3.42,large,4.0,2.99,2025-01-29
Aluminium,electroplated,19.2,1.485,Glasningslist,0.106,low,122583,4.03,micro,11.0,2.57,2025-09-28
Aluminium,Powder coated,32.8,1.731,Pärlspont,0.128,high,104555,4.06,small,6.0,2.89,2025-03-28
Zinc,phosphated,27.6,1.356,T-profil,0.06,low,159306,2.66,large,12.0,1.92,2025-01-23
Aluminium,electroplated,31.5,1.074,U-profil,0.077,high,114199,3.28,micro,4.0,2.71,2025-07-29
Titanium,plasma sprayed,16.7,1.235,Droppnäsa,0.194,high,61018,3.52,small,6.0,3.66,2025-02-15
Copper,electroplated,17.7,1.378,Avvattningsprofil,0.184,medium,126637,2.96,micro,4.0,2.49,2025-01-28
Titanium,wet painted,32.3,0.904,Mittpost,0.148,medium,141195,3.2,large,12.0,2.24,2025-01-26
Copper,Powder coated,17.4,1.404,Kilspår,0.119,high,70141,3.63,micro,11.0,3.49,2025-09-23
Copper,wet painted,17.4,1.731,Ventilationslister,0.151,medium,105848,2.91,medium,12.0,2.86,2025-06-24
Aluminium,wet painted,16.0,1.01,Anslagslist,0.143,low,115865,3.51,small,8.0,2.69,2025-01-04
Nickel,plasma sprayed,37.9,1.559,Clipsprofil,0.135,medium,78960,3.66,medium,2.0,3.34,2025-11-07
Iron,Powder coated,32.8,1.664,Korsprofil,0.059,medium,138853,2.69,medium,10.0,2.28,2025-11-18
Aluminium,Powder coated,23.9,1.697,Hakprofil,0.145,low,82581,3.34,small,10.0,3.27,2025-03-08
Aluminium,blackening,22.6,1.712,Stödprofil,0.165,medium,145751,2.97,small,6.0,2.16,2025-05-15
Nickel,Powder coated,23.8,1.312,Distansprofil,0.199,high,148341,3.7,micro,10.0,2.11,2025-02-24
Iron,Powder coated,33.7,1.727,Innerbåge,0.052,low,33067,2.85,small,11.0,4.15,2025-01-31
Titanium,Powder coated,31.0,1.527,Avvattningsprofil,0.16,high,36195,3.97,medium,7.0,4.09,2025-03-15
Zinc,plasma sprayed,20.0,0.984,Kilspår,0.136,low,90326,3.24,medium,6.0,3.14,2025-01-19
Zinc,electroplated,19.8,1.272,Skenprofil,0.115,high,150442,2.86,large,4.0,2.07,2025-06-05
Titanium,blackening,18.0,1.491,Kantprofil,0.069,high,75268,3.25,small,12.0,3.4,2025-12-03
Aluminium,wet painted,31.0,1.063,Baslister,0.111,medium,72397,3.2,medium,12.0,3.45,2025-06-05
Iron,Powder coated,33.4,1.421,H-profil,0.103,high,47632,3.23,large,9.0,3.89,2025-05-27
Aluminium,hot-dip galvanized,21.9,1.444,Glasningslist,0.095,medium,46921,3.48,large,5.0,3.9,2025-03-28
Copper,electroplated,16.2,0.985,Mittpost,0.16,low,109170,3.38,micro,,2.8,2025-01-20
Aluminium,electroplated,17.6,1.352,Doldbeslag,0.155,high,50474,2.79,medium,4.0,3.84,2025-09-26
Aluminium,wet painted,38.1,1.54,U-profil,0.138,high,156657,2.65,micro,7.0,1.96,2025-11-29
Titanium,plasma sprayed,22.6,1.292,Glaskil,0.191,low,131489,3.71,medium,9.0,2.41,2025-02-12
Titanium,anodized,33.5,0.848,Vinkellist,0.102,low,72802,3.44,micro,10.0,3.45,2025-11-02
Titanium,anodized,30.2,0.845,Baslister,0.087,high,68974,3.12,micro,7.0,3.51,2025-01-28
Zinc,electroplated,24.6,1.162,Hakprofil,0.148,low,69560,3.84,small,6.0,3.5,2025-09-17
Copper,phosphated,20.5,1.681,Mittpost,0.08,medium,74798,3.17,micro,12.0,3.41,2025-01-22
Titanium,phosphated,18.5,1.046,T-profil,0.097,low,99909,3.82,small,3.0,2.97,2025-04-11
Iron,wet painted,30.0,1.415,Skarvprofil,0.084,low,81764,3.04,large,3.0,3.29,2025-02-08
Zinc,anodized,33.7,1.04,Spröjsprofil,0.06,high,104105,2.67,medium,10.0,2.89,2025-10-17
Nickel,electroplated,30.6,1.13,Kantprofil,0.174,medium,97219,4.03,large,3.0,3.01,2025-12-19
Iron,plasma sprayed,28.0,1.61,Skenprofil,0.088,low,160864,3.18,medium,,1.89,2025-10-27
Iron,anodized,16.7,1.501,Sidoprofil,0.121,medium,86769,3.81,large,4.0,3.2,2025-06-19
Titanium,electroplated,38.1,0.924,Ändprofil,0.056,medium,49494,2.99,medium,4.0,3.86,2025-10-23
Nickel,electroplated,34.2,1.228,Mittpost,0.155,medium,59111,3.58,micro,5.0,3.69,2025-12-19
Nickel,Powder coated,22.5,0.864,H-profil,0.1,high,104677,3.94,medium,8.0,2.88,2025-05-10
Zinc,plasma sprayed,38.4,1.275,Korsprofil,0.162,low,158037,2.62,medium,10.0,1.94,2025-06-05
Nickel,Powder coated,29.7,1.441,Korsprofil,0.112,high,76023,3.87,large,3.0,3.39,2025-03-15
Copper,wet painted,29.2,0.945,Z-profil,0.079,low,132636,3.46,large,5.0,2.39,2025-12-08
Titanium,Powder coated,33.0,1.1,L-profil,0.127,low,107535,3.52,large,10.0,2.83,2025-03-31
Nickel,hot-dip galvanized,34.5,1.2,Täckprofil,0.07,high,143341,3.38,small,3.0,2.2,2025-03-08
Zinc,Powder coated,30.9,1.675,Z-profil,0.116,medium,108598,3.94,small,11.0,2.81,2025-08-24
Copper,hot-dip galvanized,18.7,1.742,Täckprofil,0.098,medium,91538,2.62,medium,12.0,3.12,2025-07-19
Aluminium,anodized,23.6,0.878,Doldbeslag,0.187,low,160653,2.97,medium,2.0,1.89,2025-11-28
Aluminium,phosphated,37.2,1.53,Rörprofil,0.059,high,137733,3.94,micro,11.0,2.3,2025-08-15
Copper,blackening,20.9,1.176,Kilspår,0.154,medium,149693,3.75,micro,9.0,2.09,2025-12-14
Zinc,blackening,24.3,1.195,Karmprofil,0.077,medium,139392,2.58,medium,10.0,2.27,2025-08-21
Copper,electroplated,25.7,1.524,H-profil,0.098,low,34447,3.37,small,8.0,4.13,2025-09-23
Titanium,blackening,25.9,1.674,Korsprofil,0.112,low,131219,3.39,medium,9.0,2.41,2025-03-27
Titanium,hot-dip galvanized,29.9,1.703,Sidoprofil,0.186,high,131551,3.19,micro,5.0,2.41,2025-04-12
Aluminium,plasma sprayed,37.6,1.363,Sidoprofil,0.086,low,70745,3.02,small,,3.48,2025-08-02
Nickel,Powder coated,21.3,1.162,Baslister,0.064,medium,86103,3.63,small,3.0,3.21,2025-04-18
Zinc,hot-dip galvanized,18.5,1.555,Skarvprofil,0.098,medium,159553,2.88,micro,9.0,1.91,2025-06-14
Aluminium,plasma sprayed,20.3,1.066,H-profil,0.066,medium,93408,3.82,medium,12.0,3.08,2025-04-01
Nickel,phosphated,36.3,1.351,Distansprofil,0.069,medium,138470,3.83,large,3.0,2.29,2025-07-11
Nickel,blackening,30.7,1.164,Spröjsprofil,0.136,high,34313,3.21,medium,10.0,4.13,2025-12-01
Titanium,phosphated,22.3,1.435,Karmprofil,0.059,high,117917,3.0,medium,,2.65,2025-03-27
Iron,blackening,34.6,1.056,Anslagslist,0.055,low,114710,3.0,micro,2.0,2.71,2025-08-10
Iron,Powder coated,35.7,1.012,Glaskil,0.157,low,85802,3.32,small,5.0,3.22,2025-12-29
Copper,wet painted,35.3,1.674,J-profil,0.104,low,149416,3.69,micro,4.0,2.09,2025-04-11
Titanium,Powder coated,37.0,0.93,Hakprofilslist,0.069,high,70055,3.12,medium,7.0,3.5,2025-08-14
Nickel,anodized,21.6,1.298,Fönsterbåge,0.088,medium,41033,3.52,large,8.0,4.01,2025-12-30
Zinc,hot-dip galvanized,33.2,1.038,Kopplingsprofil,0.146,low,41779,3.16,large,9.0,4.0,2025-03-01
Iron,electroplated,26.4,0.873,Dekorlist,0.091,medium,107661,3.03,large,3.0,2.83,2025-09-07
Nickel,wet painted,35.2,0.87,J-profil,0.124,low,53604,2.59,micro,7.0,3.79,2025-02-17
Iron,Powder coated,32.6,0.997,Droppnäsa,0.068,low,67994,2.56,small,7.0,3.53,2025-04-27
Iron,plasma sprayed,33.7,1.627,Pärlspont,0.138,low,156532,2.91,micro,11.0,1.97,2025-08-15
Iron,wet painted,30.9,1.095,Skenprofil,0.097,low,137886,3.2,large,6.0,2.3,2025-12-28
Zinc,hot-dip galvanized,19.8,1.703,Karmprofil,0.144,low,113471,3.9,medium,11.0,2.73,2025-02-02
Titanium,blackening,28.3,1.367,Kantprofil,0.171,medium,146451,3.82,small,11.0,2.14,2025-02-13
Zinc,wet painted,38.5,1.235,Mittpost,0.142,low,118596,2.97,micro,8.0,2.64,2025-06-14
Aluminium,blackening,37.4,1.366,Doldbeslag,0.094,medium,41790,2.94,micro,4.0,4.0,2025-12-11
Nickel,hot-dip galvanized,16.7,1.308,Kantskydd,0.088,high,53552,2.91,small,5.0,3.79,2025-10-19
Titanium,Powder coated,19.5,1.528,Hörnvinkel,0.099,low,137590,3.09,small,11.0,2.3,2025-12-03
Titanium,hot-dip galvanized,18.8,1.095,Glaskil,0.075,medium,39162,3.34,medium,10.0,4.04,2025-12-10
Titanium,wet painted,32.5,1.159,Pärlspont,0.077,high,142763,3.25,small,5.0,2.21,2025-10-14
Titanium,plasma sprayed,34.7,1.652,Mittpost,0.169,high,102259,2.9,medium,4.0,2.93,2025-12-30
Zinc,phosphated,20.7,1.699,Glashållare,0.108,high,42750,2.76,large,3.0,3.98,2025-08-13
Titanium,wet painted,27.4,1.65,Fönsterbleck,0.115,medium,88322,2.57,large,6.0,3.17,2025-10-13
Copper,hot-dip galvanized,35.2,1.219,Baslister,0.139,low,160198,2.79,micro,5.0,1.9,2025-07-23
Nickel,phosphated,32.7,1.548,Karmlist,0.138,low,94291,3.67,large,9.0,3.07,2025-06-21
Titanium,hot-dip galvanized,28.3,1.271,Ramlist,0.06,medium,73227,2.94,large,8.0,3.44,2025-01-12
Nickel,plasma sprayed,29.4,1.29,Mittpost,0.175,low,132677,3.3,medium,7.0,2.39,2025-11-03
Copper,hot-dip galvanized,27.5,1.024,Skruvkanal,0.077,medium,120390,3.49,micro,12.0,2.61,2025-05-01
Copper,Powder coated,22.6,1.376,Ändprofil,0.158,low,82153,3.96,small,3.0,3.28,2025-09-01
Nickel,electroplated,28.8,1.007,Sidoprofil,0.166,high,64126,3.96,micro,4.0,3.6,2025-06-01
Iron,blackening,31.7,1.139,Hörnvinkel,0.157,low,75179,3.74,large,11.0,3.4,2025-06-01
Aluminium,blackening,35.9,1.616,Isolerprofil,0.137,medium,89565,2.61,small,10.0,3.15,2025-07-07
Iron,wet painted,30.5,1.026,Doldbeslag,0.052,medium,104661,3.46,micro,10.0,2.88,2025-01-13
Iron,electroplated,33.3,0.902,Isolerprofil,0.104,high,141256,3.8,micro,6.0,2.24,2025-04-01
Zinc,hot-dip galvanized,19.4,0.9,Foglist,0.141,medium,110290,2.58,micro,4.0,2.78,2025-07-19
Iron,plasma sprayed,26.4,1.694,Sidoprofil,0.108,low,122087,3.42,micro,3.0,2.58,2025-03-15
Titanium,wet painted,15.9,1.299,Sidoprofil,0.18,low,118484,3.91,medium,9.0,2.64,2025-09-13
Zinc,hot-dip galvanized,21.4,1.21,T-profil,0.096,high,73036,3.3,micro,7.0,3.44,2025-10-03
Zinc,phosphated,32.5,1.576,Ytterram,0.094,medium,56830,2.56,large,11.0,3.73,2025-11-24
Copper,anodized,38.7,1.598,Mittpost,0.09,high,110352,2.57,large,12.0,2.78,2025-11-25
Iron,hot-dip galvanized,18.0,1.14,Skenprofil,0.1,low,79358,3.21,medium,,3.33,2025-03-12
Copper,electroplated,25.0,1.469,Vinkellist,0.134,high,138380,2.8,small,2.0,2.29,2025-03-19
Nickel,wet painted,34.2,1.54,Glaskil,0.156,medium,106394,3.61,small,2.0,2.85,2025-10-11
Aluminium,electroplated,20.4,1.433,Glasningslist,0.149,high,106555,3.68,large,11.0,2.85,2025-05-10
Zinc,wet painted,28.6,0.975,Kopplingsprofil,0.171,medium,37186,2.83,large,3.0,4.08,2025-02-12
Nickel,hot-dip galvanized,32.7,1.635,Kilspår,0.183,medium,158898,3.96,medium,11.0,1.92,2025-01-08
Nickel,Powder coated,30.0,1.328,Bottenlist,0.172,low,126021,3.25,small,4.0,2.51,2025-01-13
Titanium,phosphated,20.1,1.095,Avvattningsprofil,0.053,low,150923,2.78,small,2.0,2.07,2025-08-01
Aluminium,hot-dip galvanized,24.0,1.225,Glashållare,0.16,low,69687,3.77,micro,6.0,3.5,2025-04-21
